,,,,,,,,,,,,,,,,,,,,,,,,
event,code,제품,date,유입,장바구니,구매,장바구니 전환율,구매 전환율,,event,date,유입,장바구니,구매,장바구니 전환율,구매 전환율,,event,date,유입,장바구니,구매,장바구니 전환율,구매 전환율
2609 MEGAWARI,1145455669,립 듀오 세트,09월 05일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 06일,,,,,,,2603 MEGAWARI,03월 07일,,,,,
2609 MEGAWARI,1199712593,짱구모음세트,09월 06일,,,,,,,2606 MEGAWARI,06월 07일,"1,499",165,77,11.01%,5.14%,,2603 MEGAWARI,03월 08일,,,,,
2609 MEGAWARI,1139779066,컬러커버틴트,09월 06일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 07일,"4,761",653,359,13.72%,7.54%,,2603 MEGAWARI,03월 08일,"2,470",450,242,18.22%,9.80%
2609 MEGAWARI,1135003693,탕후루밀크,09월 06일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 07일,"1,653",259,87,15.67%,5.26%,,2603 MEGAWARI,03월 08일,"1,977",339,132,17.15%,6.68%
2609 MEGAWARI,1116473754,누디블러틴트,09월 06일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 07일,"1,192",173,76,14.51%,6.38%,,2603 MEGAWARI,03월 08일,"1,288",251,115,19.49%,8.93%
2609 MEGAWARI,1189084084,탕후루딥글레이즈,09월 06일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 07일,"2,433",279,147,11.47%,6.04%,,2603 MEGAWARI,03월 08일,"2,774",169,69,6.09%,2.49%
2609 MEGAWARI,1082531222,애교살메이커,09월 06일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 07일,"1,078",178,76,16.51%,7.05%,,2603 MEGAWARI,03월 08일,"1,337",264,174,19.75%,13.01%
2609 MEGAWARI,1082531220,입체창조쉐딩스틱,09월 06일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 07일,"1,387",350,178,25.23%,12.83%,,2603 MEGAWARI,03월 08일,"1,419",282,164,19.87%,11.56%
2609 MEGAWARI,1145455669,립 듀오 세트,09월 06일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 07일,,,,,,,2603 MEGAWARI,03월 08일,,,,,
2609 MEGAWARI,1199712593,짱구모음세트,09월 07일,,,,,,,2606 MEGAWARI,06월 08일,"1,173",145,56,12.36%,4.77%,,2603 MEGAWARI,03월 09일,,,,,
2609 MEGAWARI,1139779066,컬러커버틴트,09월 07일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 08일,"11,079",681,270,6.15%,2.44%,,2603 MEGAWARI,03월 09일,"1,649",305,168,18.50%,10.19%
2609 MEGAWARI,1135003693,탕후루밀크,09월 07일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 08일,"1,478",254,90,17.19%,6.09%,,2603 MEGAWARI,03월 09일,"1,432",212,91,14.80%,6.35%
2609 MEGAWARI,1116473754,누디블러틴트,09월 07일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 08일,"1,055",154,69,14.60%,6.54%,,2603 MEGAWARI,03월 09일,"1,014",167,76,16.47%,7.50%
2609 MEGAWARI,1189084084,탕후루딥글레이즈,09월 07일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 08일,"1,708",230,89,13.47%,5.21%,,2603 MEGAWARI,03월 09일,"1,554",132,63,8.49%,4.05%
2609 MEGAWARI,1082531222,애교살메이커,09월 07일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 08일,897,104,66,11.59%,7.36%,,2603 MEGAWARI,03월 09일,635,96,52,15.12%,8.19%
2609 MEGAWARI,1082531220,입체창조쉐딩스틱,09월 07일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 08일,"1,120",238,140,21.25%,12.50%,,2603 MEGAWARI,03월 09일,682,105,57,15.40%,8.36%
2609 MEGAWARI,1145455669,립 듀오 세트,09월 07일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 08일,,,,,,,2603 MEGAWARI,03월 09일,,,,,
2609 MEGAWARI,1199712593,짱구모음세트,09월 08일,,,,,,,2606 MEGAWARI,06월 09일,"1,007",136,55,13.51%,5.46%,,2603 MEGAWARI,03월 10일,,,,,
2609 MEGAWARI,1139779066,컬러커버틴트,09월 08일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 09일,"5,241",593,379,11.31%,7.23%,,2603 MEGAWARI,03월 10일,"1,597",357,214,22.35%,13.40%
2609 MEGAWARI,1135003693,탕후루밀크,09월 08일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 09일,"1,249",225,122,18.01%,9.77%,,2603 MEGAWARI,03월 10일,"1,278",218,119,17.06%,9.31%
